VisitModeID,ProviderID,LocationID,Acceptingnewpatients,VirtualCare,VisitMode
a10291e7-f0b9-45d5-ba2f-8b11cfb4bb40,1aee989d-88cc-41f5-8b9a-444a9ef35ed5,a56a85fc-d3a9-4d8d-a233-52f88128b603,Yes,Yes,In-person
65c20651-b1d8-450c-b84a-c33c41551e29,d276ee85-67a0-4e93-a896-51022ab4dc75,cd7d3dd0-5b60-4566-8de8-acb67f147e10,No,Yes,Hybrid
1bb384a0-3362-4d47-85a7-d02ed265b844,e8003ae1-017e-4965-8f59-a0288b77bcf9,c0fae209-9c24-44da-8553-54d50a3f80fa,Yes,No,In-person
beafc4f5-066c-4ce6-8fbf-b9bd138913cf,70ba8bc7-e443-44d7-baa3-60f1dc242ebc,93af6db4-c722-4dca-a4b2-5a733e94e159,No,No,In-person
0ff4670c-36f7-44e1-83b9-530d32894bb0,4bb12ebe-d8d5-4509-bd1d-0a3f6f8e9675,51725089-af12-45ac-b020-4e545d24a1cd,No,No,Telehealth
cc226451-a621-4387-aada-22934e939ab6,05477eee-6ce8-4f1f-990f-57acad6856cc,d35734ca-4a87-47f8-875d-100a1fbe086a,Yes,No,Telehealth
b80baa87-2afb-4e6e-9cdd-9eb0ffd19fd8,3ae54472-e608-4feb-b11c-99cdb8d26816,3ff6b6c2-d259-4125-9b56-733ed231021c,No,No,Hybrid
e8399f28-c12f-4bf5-b147-2c069c4c7e78,3322b042-cee3-49d3-900c-1584602cddaf,b7895b8e-00de-4c1a-a3d2-3c6b2ad74753,No,No,In-person
87c6fe10-6302-4e41-8f97-a8e00a773602,0b551b17-924b-4fa4-b194-e651c76be47f,fb0ffbe4-b39b-415f-97ee-55097ae5f0c1,No,Yes,Hybrid
c68ca845-4bdc-4d0b-b8cc-238c17560fb0,7e1b39ea-294e-45a3-a9d2-51ebfb5506a3,fb894e38-492c-4b9a-b4cc-d192e72b9dd1,No,Yes,Hybrid
c2aa4d25-29a4-46ef-8088-d8fde9bb5560,e7c06e53-41af-4601-abbe-2abc18d4575e,c9ef8faf-3d12-4d59-9e86-4bf24f815cfb,Yes,No,Telehealth
3fac1f13-7cd9-40c5-9a0b-e40f7bc97f38,30ec421c-9223-4a66-b4ee-fc0ec9aead56,150c0dcc-6403-4dde-991f-416b050d7c00,No,No,Hybrid
e9f05881-8049-42f9-890c-e73db9496fe4,9610dca5-b838-4195-a80b-a0cd61c3dae1,57b9859c-59dd-470c-9752-bb3254a64b9f,Yes,Yes,In-person
8ee5ce55-34b3-4535-927d-562a6d2c623e,e2568514-9aa9-4d93-94a1-c8d110fae8ba,1c20d459-1dc7-4cb5-8fc6-00f67af37742,No,No,In-person
6cb2d6e6-ed17-4ded-8451-f7ff729558f1,3304db93-3970-43ef-85df-e03b8a7c1c0b,d8bcc1b1-830e-4db5-bddf-636987114545,No,Yes,Telehealth
4f7e0bae-b8f6-4762-b94c-aa1f4347fecf,7ac6021d-8e5e-4265-b5e5-4e8b701bc251,8cb1050e-49e7-46af-af8a-82998ff50c76,Yes,Yes,Telehealth
66de8191-1aab-4609-b012-402b9c2cf532,8fdd24b2-ef4f-40fc-b91f-eaeddabd1739,0a278eb5-ec23-48af-9de4-21e02b274ba2,No,No,In-person
19543910-6a1b-4eee-b6ad-945312a2eff0,eb0c7cab-1a12-42d4-a438-2c157d8580bb,0612ffb3-2030-46a7-a722-07763836d1bb,No,Yes,In-person
f946b9d8-fe41-411f-b46f-df091872bfb3,a277c468-95bb-48e8-af96-1171595abca3,c8168a71-f393-4905-b2b4-1391f37ca71e,Yes,No,Telehealth
4c7b4f97-9ca7-4c86-b10d-8971001fd47f,27e11eeb-69ca-48a3-846f-fd25459be6e5,cbd0df9e-2ebb-4f54-96d4-746379da2fed,No,No,Telehealth
9ab79bc9-49e3-4091-ab04-03f9675edfe3,13e94858-36b2-4ab3-8c71-bc3a17409c99,f70cd48c-eab1-4a1e-86e3-9ce67e9bd977,Yes,Yes,In-person
d0b8fac7-1bfc-4dd1-a04d-99c529b3e965,d0ff5cf7-6d5d-4d76-b404-e0a42315ed11,47d9cd2b-f687-48a1-9995-4a869a2938b7,No,No,Hybrid
13e23a81-9ae7-4b0c-993e-d0b81546b1ec,632e1fd1-84be-4df6-aba9-1f20dc30ee2d,0108f7db-d164-4a75-bd6f-0de81279d02f,Yes,No,In-person
0d9def08-906c-47c2-9764-aee142d682d4,9f6f70db-3c6e-4268-8ae7-0ea9198a9537,799920fa-f6b0-4295-a711-209aff8f8113,No,Yes,Telehealth
6a5ab005-7eb1-42cc-8549-31496fdd7439,082bf1f4-0865-4815-8ae7-9f01e46a7f45,c1133be4-15ac-4833-bf72-c36a4217ef54,Yes,Yes,Telehealth
75c1a060-3544-40dc-8c43-d0fbc8a85a6f,a11e6f9c-7d3d-42fd-a3d3-c657d1e000ec,1163c49e-fa3d-457c-a3ec-acabe0987a8b,No,No,In-person
a249aa7f-7276-4722-a6e3-a27fbd7022f6,55dce869-3983-4c6d-8cb4-90e060761ad9,0ec03c6f-c4ad-4941-b144-50baa374f79f,Yes,No,Telehealth
d002764a-0b70-436f-9a7b-fde66214c087,25c4eff6-fc75-4ef9-81dd-2e69b869d063,8be3fd1d-5cb7-413a-ba16-07f1a669fcf1,No,Yes,In-person
2d8bb688-b908-4a43-86a2-1043bca24439,e84d7bfb-16b2-4535-afb9-90c9c141f856,fb06cf4b-fd22-4b76-933d-e5f6e9291879,No,No,Telehealth
c4df8476-e95e-490d-8123-a0f87398e5e2,d191d053-5ac5-42dd-b674-ebfdc774f179,e204a5e3-c755-4c76-a017-709042c6787d,No,No,Hybrid
3024f37e-a03d-4cf4-9467-be570cd409ae,82075176-147d-4ed8-af5a-a762e81a0a28,3c1f8464-5c5d-44f6-8478-e80d3d167d58,No,Yes,Telehealth
cf3fa51e-c27c-4f4e-925c-bd25554712ca,480ea0d8-c9fa-4423-9881-abbe1412dba1,73a07cbf-1670-493d-8f59-a976f048dab3,No,Yes,Telehealth
ee1f99d9-2169-4290-af3d-7c5c9beba068,80b15933-845c-4649-a712-0424011d831d,5f497278-abfa-415a-9c20-4b419e6aaaef,Yes,Yes,Telehealth
28f2982f-3f31-476d-a5ad-3ad60a4b401c,64f71a25-0307-4cb4-8435-b6fdb4e99740,6f7c4c23-fc9f-43eb-a14c-118def9aae7d,No,Yes,Telehealth
e03c80d2-f94d-4308-90f0-234ec10b56e5,ad35b703-316e-4a37-bac5-a13c9c1f631c,417d1066-36e5-4842-a31d-0dd74223eda4,No,No,In-person
7e64b293-ec3a-447a-a59e-fbf45fb9ad3b,2b2a5c53-058e-410b-8dcb-c3472d16c169,5f8f2057-cf89-46dd-92fb-a318b7729c3f,No,Yes,Telehealth
9f2626ec-0ebe-44f8-a07d-fdadb10ea781,cf905778-7d30-4390-b72f-02a038f43e7f,c11f8346-a4e5-4787-87eb-d9cd94dd6c0b,No,No,Telehealth
6574a80a-eed1-4757-ad82-2b1a524d4b9f,22f41144-831c-466a-933c-201a7b241479,09538844-86e5-4ea2-bacf-6b668059d84a,No,No,Telehealth
5f79bbb0-b526-4d76-aba5-f52f8c2e5666,f0f9a2ea-a830-4843-9885-4c95b019e320,5f80baa3-2d95-4fdb-9304-4fc983658211,Yes,Yes,Hybrid
e6859681-ed3f-4f46-9dba-c8c00296a2be,10042470-900d-42b3-ae55-13a93e203e4a,afc9421e-0b30-48ff-9821-07a380b4141f,No,No,In-person
180fb9c0-b4da-40b3-b130-e80325b1587c,a7d27add-a2dc-497b-8b7a-886c4a9c5eb6,d4c90cd1-70f8-42fd-9498-c7b360a886d1,Yes,No,Hybrid
36b86ac0-21c6-4b48-9ed6-9ac9955913ab,b7a57fdd-e105-46d1-a254-286194778611,4acabce3-dac7-479b-b7c7-b8f7b2a5872d,No,Yes,Telehealth
84d13752-53c2-49f3-8565-b6d82acc0c92,094adfe3-8843-478b-88ab-ed710f40539a,6362b0b6-c9b0-46fb-9f15-abd94a1ce3ec,No,Yes,In-person
4ecd3f0c-fb68-4554-8992-9d603a93455c,fb35fedf-c7d1-4654-9cd8-77e1e7d21cfc,d6673d0b-d58c-4080-8f7e-f037355d546d,Yes,No,Hybrid
1e5b9865-00d2-443f-9e62-8c1e8fc26396,127d31f8-2687-4e62-8119-2e10a84c96a2,5e04e856-c98d-4916-863e-059bb0c6d93f,No,Yes,Hybrid
fc414db7-0046-4587-aefa-b77149ef0b23,df610cde-5ccb-468d-8e4b-62c8f0294753,2439d31b-ea44-4d0e-9559-e3dc384354da,Yes,Yes,Hybrid
6f352adf-4ef5-465a-9576-4fa2fc1296cd,4473c53c-4bf3-429a-80ea-c4c2a90f9963,639d767f-8d7c-4c2b-bf7b-ed322343228e,Yes,Yes,Hybrid
fa89a149-a3a8-4373-8cd3-f7594893f858,44dc7f18-5321-41b0-9522-08485299b530,bf14becb-af2f-4126-9fc9-6c467988ee39,No,Yes,In-person
3693b43d-6cc4-42e8-8c4b-82b04e998f37,5d36ff46-2549-497a-961e-a023fbcd929b,575d315f-0483-4438-92c2-25ed3c5aa647,No,Yes,In-person
c3a91167-9f38-46d6-93cf-6115fcdbca79,c9395ac6-6a0b-4c04-8a42-18b38a981ee1,d03375ae-710d-4065-b31f-6bf3910db02e,No,No,In-person
ab482f99-ebbb-41ca-adbc-171cd094b348,1646d5c3-b369-4b60-9f3f-4352d7b2f30d,c994e43f-e95e-411a-84da-32b48abd9498,Yes,Yes,Hybrid
f3499f89-a07c-4c1d-b77b-5042d220d0e4,c1e04354-4da4-4d77-9bf0-b6392e081645,c15a1e72-6e36-4bd0-aae4-fd145ace1fdd,Yes,Yes,In-person
5b14da80-84e2-43dc-9e71-730b7cc4d274,8935e156-3d86-4155-91d7-73002675f5a8,6350f1a4-edbc-4f22-ba5b-8bb74bfddcb5,No,No,Telehealth
baa2f14e-0724-44cd-9452-0015ef6ed661,b3639244-27a4-45ea-bffd-2241c6ed2ad7,56c2f4f5-e65c-4c6c-a4b0-32672a345b4d,No,Yes,Hybrid
d3a31198-452d-49f2-a39e-581b82b1fe45,c553cb12-8f28-407b-9549-14d6116dbb5b,479e3096-059a-4645-a5b9-cdf7efe3ad7c,Yes,Yes,Hybrid
fadaf11b-5a4e-4297-987f-bd06485ae30f,1c62bcfd-5b18-44dd-afeb-c7aeb61b1b11,5880f3a7-82cf-40b0-8f98-8d84e8efe422,Yes,Yes,Telehealth
95926efc-76b0-4812-a1b4-03407c353efb,d3f2154f-08d5-4e1d-a9fc-c21644a9456e,7a485000-2b28-4170-aae2-34a956979ef0,No,No,Hybrid
f207feaa-b0cf-402a-8e6a-e697269fb6e4,df06a851-279b-4d85-a38d-445945cf7147,c3da9ca4-2ef0-434f-a791-b199688bb24d,No,Yes,Hybrid
a681deeb-fe5c-4919-9127-9c8b1fbaec48,c8b6977c-06ef-4a83-9521-c6a89cea2cad,5fa60464-fa8b-4d93-93bb-f559effa6257,Yes,Yes,In-person
92a23ffa-9208-4da7-9aed-12e533c09003,10133f30-bb6e-4c55-8a34-089aeabce301,6af95a85-a6c1-48d7-8537-de67b4c5b74f,Yes,No,In-person
fcdf2b8a-7609-45b8-b03a-666f315b7003,4fdc34aa-9734-4c83-ae0b-7c089e6c4760,b688a458-c111-4446-b23e-b3954ae779b8,Yes,No,Telehealth
b71f34aa-6602-473b-9276-0bf346abfbb5,9d3ccede-bab2-42e1-9442-ab950655f08c,0ec1c672-b354-49c4-9abc-b68997e888a4,Yes,Yes,Telehealth
5f7fa9c9-0bfc-4b7e-b66f-1d4463ae8610,c397694e-8cf6-4b8a-9bf4-446151152544,3dc91ce1-02b6-4bd7-9c0b-f050169e0e44,No,Yes,Hybrid
ad9cf32d-0003-48c0-82fb-eb907d47c893,ac5bc6d1-e213-418d-b7c8-d3c8c00c58e1,88747e3b-5a82-484b-9486-e8d1ee8bbadb,Yes,Yes,In-person
bc148af3-5be1-4d9d-8a0f-a47791abaaad,59c67895-96d7-40c5-bcf5-e59dd3aa1641,2bbab5c9-6ba8-40af-9c95-8cf913048dc1,Yes,No,In-person
dfc44a70-7821-46ab-be56-3cfa9df47e85,4257baac-1d07-4d57-9a8a-2f013dc54b57,f7167a66-1122-47d9-bbc9-b68c64d06c86,Yes,No,In-person
89145610-b228-4891-82ae-54948ad066b3,7a895151-d730-433e-8ace-5ed4fcbe88a6,9bba8f1a-1f4d-4621-b53f-517cf03d4fcf,No,Yes,In-person
abbfdc64-26b2-407c-9ad4-d1685546f067,32c109a5-0abf-4788-8eb8-fa32f15bafdc,858912fd-6977-4fc1-a5a5-936c5113efef,Yes,No,Telehealth
a52c10ea-e9fe-4b3d-9320-b863d91178ed,67a34e9d-291b-4bc2-93ac-5ffdb7747bb1,70e6d12f-903f-44ab-bc88-70575312d192,No,Yes,Hybrid
6d1eb2c5-24f5-4774-8d80-78d6ae130d19,20fa8b34-0280-4720-81f6-b37d200b1563,4a62190a-e003-4a06-b6f2-4b36fc1cc43d,Yes,No,In-person
2d0cde87-fb99-4503-b1c0-0d2cefb68d29,a86d34b1-71bd-42da-bc7d-53caa1f179c6,af185fdd-5965-4b96-b6ba-349b21151c4d,No,Yes,Telehealth
9fcd7deb-66b3-4f19-9fbf-3d9c99742987,1f0dc1c1-52be-4cd1-8297-8b7c3ced68fc,e4abd9ff-ba97-4810-912b-7b8729522395,Yes,No,Hybrid
8595ccfa-8ee6-451a-9076-fc04d96c8240,afa800a4-62f1-47d6-8ce9-114fdb59d5b3,d7672b8d-7206-41b4-9ca9-233f8b102412,Yes,No,Telehealth
2a6935ac-0418-42ce-8637-c45fcc40a4b4,d0adef26-0102-477f-a1bc-90c3a0af8bc7,dcde317f-1013-4c03-a71e-ed980827b8c6,No,No,Hybrid
64ef7de6-86c4-42c1-be06-b8f61751a608,231a354d-87f8-4de5-a0cf-ef7bae17469d,553e23a0-a5a0-48a3-b2d7-76fc06f26b6d,Yes,No,Telehealth
5694413e-37c9-4ca2-863d-de58b2f70e37,6d57a68f-5e1b-4531-8f09-6953c4f585dd,5cd463a8-1043-4a66-a8a7-e70d71307339,No,Yes,Hybrid
0ee29889-f52a-47f6-8877-c79ce18c7eda,03b7592d-c67a-421d-924a-ea4ac1dc5f21,5c3d95c9-d182-495b-8bad-4b880025f15c,Yes,Yes,Hybrid
eac9b3db-ecda-4d75-9ec7-43dd4021c90d,580b2f27-9504-423e-9942-952f3c80ca0e,f2cc6774-91cd-44ad-b77a-146b1f1b08b0,No,Yes,Hybrid
8979fff7-5a29-438e-a2f3-254af5b9a998,df502cd2-ef05-45ae-8be6-d7148d5d1ba0,451fe3f6-5fd6-42f3-a920-096e710e8fb5,Yes,Yes,Hybrid
23cea3b0-8c8d-4ef1-bbe1-0f326465f60d,368d1ea8-833c-44b5-b277-afa0c87718f0,7b9861bc-4cfa-4cae-8642-a43430832d01,No,No,Hybrid
5f9c0024-2571-46af-9d2f-4e4d14694466,71e84d8f-fcfe-42ea-a84b-544f18eb9aad,9a48715d-6868-47b0-a5e9-db058f984957,Yes,Yes,In-person
0704ad4c-04b4-43ce-be0d-557ffe59e65b,35a8ddec-9b91-4cf7-b0e4-85046f68983b,5904e28a-cc06-4ebd-8627-7399771e7935,No,Yes,In-person
7e84409c-10be-46a0-977f-76c378fd526f,807ff91d-0631-49b4-9e85-559e2235063d,57e81429-4792-4c6d-874e-fec43901c937,Yes,No,Telehealth
a1d6bf96-2979-4c4b-964a-3ca52433072e,49094333-fdf2-402a-9aa9-318f14d8e3df,693fa9cd-5441-4b17-839b-73fcfe15e083,No,Yes,Hybrid
95cff4ba-e292-4c8c-9f06-8fb550b66976,59d33c74-24e5-4529-b6c2-146a39dae99e,71bc9683-2e88-414d-81dc-314e4746b9cc,No,No,In-person
2b9fc98f-236c-4757-80c0-6f4f19b64b41,be56653e-19ce-4626-8d69-5e9bbf03b8e3,f7bb23a1-879d-4a3e-b166-de7454b54534,No,No,Telehealth
f71e0477-03ee-4cd8-a532-34bd70ef7700,8d158519-f627-4956-aefa-8faac8c10d1c,96ef2bcb-3d3c-4dde-9fc3-9a38c46ef23d,No,No,Hybrid
316cfc06-0b11-43a2-85f6-d5e035bdfcf2,f01a744a-06fc-4d3d-be73-896781c0a734,a8ff30c2-fcce-4ab5-b715-d75884b79c9b,No,No,Telehealth
dfe0395b-249b-4bfb-9c99-e61a6ec9e72a,27998d94-3caf-4be7-acac-a1748bb9c024,4999b732-d91d-4c3b-98c8-49b1bc2d847d,No,Yes,Telehealth
a15de029-b7e3-4747-ab9d-0f5ad76a11e0,807b0bec-79df-424b-ba68-7f0571154530,e303b44c-a9e4-4687-b5ed-15e4da066ebb,No,Yes,Telehealth
