LanguageRecordID,ProviderID,LocationID,ProviderLanguageID,ProviderLanguage,ProviderLanguageStartDate,ProviderLanguageEndDate
aa6d3a51-1082-4396-abea-af16b1522f95,a5ef6619-235d-4bd6-bd71-0320f9068fce,59563fc7-9bf0-4fa0-a94b-e1495156ac63,590ea845-d457-40a0-b462-50f7f9aa24f8,{Vietnamese},2021-03-31,2022-11-22
16f2ef98-5195-4fa0-bda4-6130ec6d66b2,0f365f3e-3d4a-4550-b79d-3a83042c35e4,5a07308c-f00b-4572-8b0a-b3ff6dd8cce6,510a8d5d-b233-4864-bee9-2fde61eb6025,{Spanish},2017-08-24,
5688d6c2-326b-40cc-bb40-95b558cb69f6,3b8a4d21-b65e-45e2-8617-e4941185da70,9fc07f6b-0663-456d-a603-f9451bd02ab0,b334dfbf-8825-4680-8e0c-ecf78aa3805d,{Vietnamese},2016-08-29,
0aad14c7-c4ab-4c03-a308-af766ff8c1f4,ff778806-4dae-43dd-aaac-cb352124631c,b235bb4b-0719-4014-859a-715fb972904c,c00cdbb5-dde2-450a-859c-a642884fa38a,"{Spanish,Korean,German}",2016-07-26,
06300a2f-b2c7-4193-9f6e-c278d163c3c3,ae9ecaac-9e40-4ae6-b1ea-c5eca580a5e7,08a9e74d-c79c-40b2-b125-cd676e2e9560,70fa3d89-ddb2-471d-9271-4d13902f7dd1,"{Japanese,Russian}",2017-10-02,
f3b28771-0faa-486d-9795-c7be296585d0,07224516-b4a4-413d-be35-7c77feae762e,2ce35edf-817e-40bc-9fac-b5ae4577e7a3,bb85f8ab-681b-4fd5-8a09-68222a290eaf,{Tagalog},2017-06-09,
78ffd0a6-d191-47f7-ba59-ddb3ad002ef7,c251fe9a-3349-48c5-be0b-7c2f1cadffae,31af425d-9051-4710-99b9-b9cc3b03f2d5,740dedba-cbd3-4f49-8ba2-068326e39ae2,"{Vietnamese,Hindi}",2023-03-19,
a8424639-840f-42cd-9278-474c7437204b,a5753cfd-e116-46e3-832c-322deb56ad51,dc48d530-e224-4121-87ea-bf85b9ec1871,f5841370-ac60-4297-8306-ebd1cb312a56,"{English,Polish,Hindi}",2024-07-01,
37fde15d-82d4-4828-b4be-44c268641db7,8ea72e86-31c2-48e6-8c4d-0b9da94c1ba5,73d2fcbc-6f47-4e76-8b6f-7f9e8f86e85f,68a86d6a-bead-40a0-a7f6-dedb8a93b54e,{Vietnamese},2024-12-22,
f92fece6-82a0-44a6-b388-4e7796c96c58,6d0399d0-80c3-4e57-be67-a60a8ebcf29f,ca196c66-774e-479d-aa71-9bd0b9b9d603,29a02534-6062-4ee1-b595-a24e85478e97,"{French,Polish}",2016-10-20,
5ee22a38-0b64-4825-9ebc-727d5d578e2d,74fc251c-8871-4f2a-bf52-624b8d02146a,7c2aef7f-3383-43f5-bad0-9b63b9fc93b4,515ce76b-d3f6-40c7-a98b-7cbe64be0a98,"{English,Spanish,Tagalog}",2016-01-29,
11abeb0f-708f-4efc-8de4-aacb8705beeb,0631ab1c-918d-409c-9bab-cbc5ee696a9a,43396005-f5f4-4aff-929a-40ff7607ae9a,8f64449e-37ae-4677-ba78-ff1d5c53e752,"{German,Hindi}",2022-08-31,2022-09-12
c9aebe0c-c514-4dae-b021-5e62b5c4606f,f37dcee0-7721-47ba-8969-87ff8bd6bf37,9fdd2386-6ead-4c88-a63f-82301b2a5dab,8e4b906f-b89a-4e34-9de5-a9f1df8cfa80,"{German,French}",2015-08-30,
21429341-9222-4045-8232-7ede6c6f6ef5,953b1c02-1417-441f-91c6-ee221e2287cb,d88a3877-23e4-4c94-b49c-84461c16d946,6265a7b8-345c-4efd-aad9-c7230df74dd7,"{Japanese,Polish}",2022-07-03,
fdb2b7db-f06e-437a-bf8d-e2daeda00e8d,2d7635a4-6a05-47d2-a777-f09ecdea715e,b4a0ae50-920d-4914-8323-7fcfcf8cb35b,0e776e46-6709-49ad-9af1-d58c005868f1,"{Korean,Vietnamese}",2022-07-31,
6782244f-62b8-4661-8829-364c544d3fde,04382426-bcb1-4f57-a277-23aa43da3cca,41403a5f-fa6b-4e8a-b879-ffbfec519ca0,cb1bfce9-b586-45f2-aa21-879b0a327f48,"{Japanese,Persian (Farsi)}",2021-05-07,
c5b951ca-3dc4-4d6a-a237-709e24733f29,0fb21727-53f6-49b8-90b8-8d96a9e3d449,5b116653-e985-4cc7-98c6-2038fda51c01,11588552-9003-452c-881c-01768f952353,"{Spanish,Persian (Farsi),Russian}",2017-04-16,
49987494-81e4-43e7-bcf8-cc31543c104a,0e604b67-5a4c-43c2-8e51-21d7f72fa835,ab3feccc-133f-443c-be0d-eb68315ea449,e5f4cb36-7d46-4776-9ba5-e8f6df92810d,{Arabic},2017-12-25,
afaa5e97-5e3b-4ae2-a354-04d4cc3b56f6,b343e6df-ba9e-4ed3-a707-438eec4ffbd6,cc9fd13c-8c38-4780-80c7-5fa210e4e3fe,96effecd-6931-4d8b-8d7e-a3ffbcdc83ee,"{English,Arabic,Russian}",2020-01-22,
0fd1d99e-a7fa-496d-a298-42f50c0c5eed,caf691bc-fdf6-4d78-b993-d57d2bdd9f86,c7688014-53c1-4dc6-a341-931f38b3dc99,c2b73df5-2a08-409b-9117-5a089e7edb4a,{Chinese},2016-11-04,
a113855d-eeae-43f0-a21b-72be7ab0ff53,f38be03a-194b-4f77-ba69-863d32cdf462,27e8e148-ba69-4944-86e6-888448cd08c8,57aa3e31-421b-4ff5-825c-b37d7888be75,"{Portuguese,Spanish}",2016-08-04,
1460b77a-9ad7-405a-a193-1d6c805e39ad,45ba9ed2-6820-4102-8b06-7ae8db71bef5,f91af78a-53d8-4783-80a9-75f78da997ab,0efd1994-0ca9-42ef-bdef-7d56f83d4cde,"{English,Portuguese,Spanish}",2022-08-27,2022-09-14
c178082b-6260-4a80-894a-e95edbfc4efe,280d1b57-043a-4dde-ba4f-b9f422fdd34e,8da70765-f7b1-4d26-9065-732fa3fc2e4f,ea183660-47d1-4069-8ad5-b99767208bcc,{French},2025-03-06,
b74e566b-7755-454d-8a6a-143e8ca5da38,831c77c0-c8ab-4c95-bba3-141d3efa7d66,e6b8f43d-9d7d-4727-8aab-8fe59e521e77,adfc77da-a562-4316-9218-e35f03bbd1e8,"{Tagalog,Spanish,Polish}",2021-04-26,
ee0a6149-33f4-4613-bad2-de6d6f1dba89,3c871099-1705-4091-ab59-8009e3e8411f,0c59ba53-2128-4fb4-ac0b-f1f4eb4ca1e5,fac9d7e7-183a-4843-a4fc-4ae35e2ddf71,"{Chinese,Portuguese,Hindi}",2016-05-07,2024-11-12
1e12ef0d-dd73-4ea1-8fca-1357093f264c,07cc3beb-f837-4bd1-9088-9dd34f2a317d,f2ff777d-b982-4436-a9f0-542c35e00111,72c16f74-1845-4c1e-bc7b-b436917d4a2b,{Spanish},2024-05-28,
a4f33a55-38d6-49fb-b698-42e66ac1184c,5b576ae3-bece-4405-b29f-3c3f9b813c50,b79ce267-76ba-4171-84e1-cda301a5fad1,66af1143-1315-4ac5-8636-7bf04a46f037,"{Russian,Polish}",2024-11-01,
0b9b0e13-4303-4157-a3f3-5f0554762263,66a016bf-9ac4-4cec-a4ce-88aa3f5ee524,ae1589e7-dbf8-4b08-9765-9b5cdbcf2b5d,06b032c1-2785-46f2-bcb6-1daed4d66de3,"{Persian (Farsi),Arabic}",2023-06-27,
5c9d3abc-dbd3-41d9-b4e3-4ebefbe039f4,aa36c072-0786-4592-95b0-9ab17ce3c085,7d1b1fed-d035-4ec4-ae02-4fe4a0f35038,8f807b8b-4dd5-4d80-bcbc-2e900faa7f1a,{German},2016-10-08,2021-11-30
fcd9c79a-3917-4aab-b5c0-98a4ddc59e20,de3496bc-b6a9-4482-bbe8-0da045702258,0d619e3b-3ad7-4ebe-9e57-297a7a256314,93ae423d-b3e7-4441-85ec-b88fcd7fc8a3,"{Polish,French,English}",2022-08-11,
0b0c473c-f3c1-45c2-8f15-31913d8ebfc8,5b7ee38c-0ff7-4727-b562-e91e6e8501b2,7cdb777e-033c-4a90-9e2e-9b3d0cb98c5e,a4675a48-fddd-4e6b-8daf-8054af84372b,"{Korean,Polish}",2019-11-17,
fe62d482-b299-4a95-abd6-24e416d5ba65,8f188e40-18f0-4fbf-a057-af60ad8bc45b,0d0bee14-11ee-4155-83e6-ff7f0a075733,a2642ea2-7fd8-4175-a81b-b99b1009bee1,"{Spanish,Polish}",2020-10-12,
46cb4dee-64bd-4244-b975-9a55877c95e7,3258b659-2b80-4dd2-8c38-2f129eaa4749,be941bd9-ae2c-4e79-91d9-36910b52d390,b28d99e1-ef20-4005-b165-b83bc1dbefb7,"{Arabic,Polish}",2024-09-26,
9265397e-303d-4400-b48b-5409e81791a4,2234a4c4-5b50-44df-ab49-0a655766e8f4,b2b06e13-65de-4519-8ce2-5a14ede83cac,72201a27-e256-4743-aa1e-5525158de55c,"{Russian,Korean}",2022-05-01,
469a5497-fe4f-4205-8286-71aea069e3b6,fb26bdf8-8d33-43dd-96bb-4730c6f538a9,eace8aa4-0845-4868-8312-f193a86aa0e8,afcca038-9efe-4149-a6c5-2f8486e7013e,"{Persian (Farsi),Arabic,Korean}",2019-01-06,
093eff6f-44d8-4471-b04c-518da915ad81,3b26d193-e3aa-4f94-8dd1-9e509565ee95,5fab6bc7-be73-40f8-8899-4c71cc87079c,97b90163-9e6e-48ad-9614-ae60ab0890b7,{Polish},2023-12-09,
c10efc0f-124f-41c5-9df9-32ad20054628,902001d9-3e56-44db-b982-0ba4f290a5aa,80bdf9a3-edf4-4f31-8a19-5f7d67f7f80b,33427e40-afe8-4626-baec-42d9b6595b38,{Vietnamese},2022-09-13,
50a9353a-0858-41a1-b9c5-6da4cc888d63,e54e4b9c-c4a7-4d09-ac1d-f38e79d6d008,7d621ba0-f40c-4511-a4cb-6208a2561381,2b753eef-a134-43b5-a9bc-f2e70bf97e55,{Japanese},2016-01-19,
23dc0fa4-c68d-465d-b193-52f4db20b11c,351f9e47-b452-4336-ae5c-8df68f5ed77e,d51fc186-7d4d-4cff-80c6-a89fe31c4b8f,47c83c4b-5a89-47e6-8206-b1af139f569c,"{Polish,Spanish}",2016-02-01,2023-05-07
8d384a6c-007b-48fc-9884-513ab185415f,7b9fdc52-ca5a-4a07-905c-ecdd7bea57f5,e02db9bc-ad85-4c3d-b44b-989b01fc50e9,ac1c05f5-7a17-4ba6-86b3-3998acfc4754,{Chinese},2016-10-12,
8889e11c-b6d5-47df-b3b9-3d9f27430b1e,f70c1796-b984-420a-9395-aea96be6acb3,92c268e7-a731-42be-98d4-d6abc885a956,8f76597e-a45c-4030-ad15-2d86fc53d7da,"{Tagalog,Portuguese}",2023-05-03,2023-09-18
488435af-27a6-4601-9546-d711574dbc28,45871a54-0271-485f-bced-009067af9ad4,8dc2a410-0585-49fd-80e8-0cd702e4c897,ba6ad3fa-6375-4c89-b032-025530b4adc8,"{German,Vietnamese}",2015-10-17,
0f794eab-d1ec-46a5-b086-48617fca69d1,2a9e12d5-2932-44ba-b0e6-dc319520b78e,c66ef530-fc49-4b8b-b295-b06e0ff8d663,92060940-33e9-49f4-9a33-f61831b92fd2,"{Japanese,Portuguese}",2025-06-16,
2e448f02-1c14-47ed-9050-6f949e61580b,9b9d267a-d667-4780-989e-4ffd277a0d19,fb72fae2-cbcb-4f54-8309-909078869165,9139d95e-e908-4b7c-956b-0c1453fbfe78,{German},2024-06-28,2025-06-25
84f80b77-ab06-4343-9436-2542b6e212c1,6c36d11b-9db4-40cf-865c-07bec5bf1b83,6801f159-c310-445f-9600-ec5bce010434,9b96dd75-5973-46fd-90fe-8f6a4c04f2bf,"{Portuguese,Arabic,German}",2019-08-27,
4d7b6096-cd22-401f-ac68-cb14736d96f3,1aee989d-88cc-41f5-8b9a-444a9ef35ed5,a56a85fc-d3a9-4d8d-a233-52f88128b603,56bb000b-e7d5-4bb9-a093-e91c8c39a6fd,"{Hindi,Portuguese}",2019-04-07,
db09ef12-9bd9-4f37-8101-2d0077d51df9,d276ee85-67a0-4e93-a896-51022ab4dc75,cd7d3dd0-5b60-4566-8de8-acb67f147e10,0e55ea73-06c2-4ffc-a9fa-5152c9526d0e,"{German,Korean,English}",2016-07-06,2018-01-31
c82022c9-628e-421e-9821-2e3631036350,e8003ae1-017e-4965-8f59-a0288b77bcf9,c0fae209-9c24-44da-8553-54d50a3f80fa,a21391da-1a8c-4f45-8e78-105b5ca2229c,"{Hindi,Korean}",2015-10-28,
50aab246-f1ef-4e44-b3c8-d80024009b4d,70ba8bc7-e443-44d7-baa3-60f1dc242ebc,93af6db4-c722-4dca-a4b2-5a733e94e159,190f7cff-3f39-4a5a-9cda-a94c2b5de983,{Spanish},2023-09-01,
5e12d742-b966-40e8-8e27-e65fc6b5542c,4bb12ebe-d8d5-4509-bd1d-0a3f6f8e9675,51725089-af12-45ac-b020-4e545d24a1cd,de1a5be6-5ef0-4cbb-8a07-4aa24f868cd5,{Polish},2022-05-02,
dfeba039-673d-407b-967b-7dee31220ae5,05477eee-6ce8-4f1f-990f-57acad6856cc,d35734ca-4a87-47f8-875d-100a1fbe086a,a0fed56a-6aa4-4b04-ba84-a25b1c8ee0fa,{Hindi},2018-08-22,
c8a69a23-1d5c-4b25-83c6-b42623d0cd6b,3ae54472-e608-4feb-b11c-99cdb8d26816,3ff6b6c2-d259-4125-9b56-733ed231021c,ba47c9b0-5752-4fac-9ee4-77b730680671,"{Japanese,Polish}",2020-12-10,2022-10-02
616ff2d0-2efe-47e1-ba1a-ca421c871c55,3322b042-cee3-49d3-900c-1584602cddaf,b7895b8e-00de-4c1a-a3d2-3c6b2ad74753,52848e9e-add1-438d-9a98-655655f36e1c,"{Polish,Korean,German}",2018-06-10,
8424a607-7399-47e6-aa51-a801fc9bffd7,0b551b17-924b-4fa4-b194-e651c76be47f,fb0ffbe4-b39b-415f-97ee-55097ae5f0c1,d1a40e12-37ef-4111-abb3-8f7b92ca5ec9,"{Spanish,French}",2015-11-10,
116364f1-8056-4dab-ad36-8f851a4f0ac5,7e1b39ea-294e-45a3-a9d2-51ebfb5506a3,fb894e38-492c-4b9a-b4cc-d192e72b9dd1,fdc7415c-cff3-4aa5-a85f-3d59b435832d,"{English,Portuguese}",2015-12-06,2023-11-15
0a1cb782-e7ac-41bd-8b58-c8f6bbca714e,e7c06e53-41af-4601-abbe-2abc18d4575e,c9ef8faf-3d12-4d59-9e86-4bf24f815cfb,d9c0b846-60b8-4ccb-9c55-317151d2a265,"{Japanese,Persian (Farsi),Polish}",2025-02-04,
c6339e44-3ffc-4823-9ad2-722fce6b2722,30ec421c-9223-4a66-b4ee-fc0ec9aead56,150c0dcc-6403-4dde-991f-416b050d7c00,a82883ed-3faf-405d-aec9-dcc80ac269ec,{German},2019-11-03,
0a04662e-9556-4dba-9949-f007f4c9e013,9610dca5-b838-4195-a80b-a0cd61c3dae1,57b9859c-59dd-470c-9752-bb3254a64b9f,ddfa8404-261b-4d82-84e3-0fb34dd2f87b,"{Hindi,Polish}",2019-08-07,
376220f8-76a4-4581-9e4c-3932b0a213a4,e2568514-9aa9-4d93-94a1-c8d110fae8ba,1c20d459-1dc7-4cb5-8fc6-00f67af37742,0048ed0f-3c9f-4fd0-aef2-7f19251f7023,{English},2025-04-01,
23239029-d53d-452e-8ad2-337dde894fe0,3304db93-3970-43ef-85df-e03b8a7c1c0b,d8bcc1b1-830e-4db5-bddf-636987114545,eaf1e236-6fea-440a-930f-d4b60903e170,"{Vietnamese,Portuguese,Spanish}",2021-10-15,
55ae9a41-7ba2-4f50-a32e-0da9fc49a9e5,7ac6021d-8e5e-4265-b5e5-4e8b701bc251,8cb1050e-49e7-46af-af8a-82998ff50c76,05431be8-1ace-4bf6-8396-c39edc492b53,{Tagalog},2019-07-03,
d2f4eaae-49a5-4fc5-a83b-0ab102379c9a,8fdd24b2-ef4f-40fc-b91f-eaeddabd1739,0a278eb5-ec23-48af-9de4-21e02b274ba2,34c0be3f-cd71-4887-b817-c33b60a32689,"{Persian (Farsi),Russian}",2018-12-04,
d8cc55ad-beea-4a08-9d7d-6c42fe0cf54f,eb0c7cab-1a12-42d4-a438-2c157d8580bb,0612ffb3-2030-46a7-a722-07763836d1bb,990db653-bec4-4e29-b980-df263025b53c,{Portuguese},2017-11-11,
829b935b-8510-4bf2-a237-5ec343812f4f,a277c468-95bb-48e8-af96-1171595abca3,c8168a71-f393-4905-b2b4-1391f37ca71e,441a6d2b-3b12-4f49-8416-37d2af1aa1bc,{Russian},2021-04-08,
60b58234-13af-48ac-a95f-823b9804cde2,27e11eeb-69ca-48a3-846f-fd25459be6e5,cbd0df9e-2ebb-4f54-96d4-746379da2fed,42875829-af6c-4364-88e3-a89006c0a91c,"{Hindi,French}",2021-10-09,
b8ad669e-a31e-4560-82f7-49e7bad84a1d,13e94858-36b2-4ab3-8c71-bc3a17409c99,f70cd48c-eab1-4a1e-86e3-9ce67e9bd977,6306d428-92ed-4847-8d03-cbf4e63b4d57,"{Tagalog,Vietnamese,German}",2020-10-13,
fea0d754-e1f6-4331-9713-a755af915f77,d0ff5cf7-6d5d-4d76-b404-e0a42315ed11,47d9cd2b-f687-48a1-9995-4a869a2938b7,60198d47-bf95-4d5a-89b5-285691769b3b,"{Japanese,Russian,Chinese}",2017-01-17,2021-02-19
dd09d9a2-e16e-4ac0-adc0-9dbb887060bf,632e1fd1-84be-4df6-aba9-1f20dc30ee2d,0108f7db-d164-4a75-bd6f-0de81279d02f,0fb4df0d-2d63-4fc5-aae9-6d9696edee78,{German},2019-06-26,2023-04-26
76229634-58d2-4291-8279-cfcc5f4ae2a3,9f6f70db-3c6e-4268-8ae7-0ea9198a9537,799920fa-f6b0-4295-a711-209aff8f8113,0ec44f0c-4f0e-4d93-a336-e1c78b3e41da,"{Vietnamese,Hindi,German}",2020-03-08,
9bd82b67-2eb1-496a-963e-7164016ad047,082bf1f4-0865-4815-8ae7-9f01e46a7f45,c1133be4-15ac-4833-bf72-c36a4217ef54,c771a786-065f-4cc4-bed4-e91256b5a6bd,{French},2023-09-15,2025-06-12
6f011cde-ffb4-476a-baf6-a3812ae1229b,a11e6f9c-7d3d-42fd-a3d3-c657d1e000ec,1163c49e-fa3d-457c-a3ec-acabe0987a8b,583a3423-6b14-444a-b94d-193df430d707,{English},2017-12-12,
a784dc5e-cfdb-484f-8515-885522fe7bf8,55dce869-3983-4c6d-8cb4-90e060761ad9,0ec03c6f-c4ad-4941-b144-50baa374f79f,ed0fbbe6-2f12-410e-b21c-8870349dd2d4,"{Arabic,Hindi}",2024-07-04,
d9144257-bc3c-4631-b6eb-0fa49b2fb89f,25c4eff6-fc75-4ef9-81dd-2e69b869d063,8be3fd1d-5cb7-413a-ba16-07f1a669fcf1,58ff9cee-d55b-44c2-90f3-6c73eb174c58,"{Russian,Japanese,Portuguese}",2017-12-22,
c9f4168d-a98d-47ac-bc32-2b85ac104a19,e84d7bfb-16b2-4535-afb9-90c9c141f856,fb06cf4b-fd22-4b76-933d-e5f6e9291879,6b7e0211-da06-4a4a-b271-c4e5a0116647,{Persian (Farsi)},2016-09-25,2023-10-09
c8bb94dd-281f-4d57-bb5a-260d1f6e3ab0,d191d053-5ac5-42dd-b674-ebfdc774f179,e204a5e3-c755-4c76-a017-709042c6787d,b1a4ded2-05b3-44de-be4b-c46de9d6386e,{Arabic},2022-09-22,2023-12-09
bda72a7c-9cbb-4bee-be75-6bf685d4c093,82075176-147d-4ed8-af5a-a762e81a0a28,3c1f8464-5c5d-44f6-8478-e80d3d167d58,0238360e-440e-43d1-aba5-9cb78e7f7fd6,"{English,Polish}",2018-09-26,
d99fd57a-e1fa-40a1-add7-92c66184ec80,480ea0d8-c9fa-4423-9881-abbe1412dba1,73a07cbf-1670-493d-8f59-a976f048dab3,6d9e50cc-d093-4b73-9241-7419661c8b79,{Japanese},2019-01-25,
fae7926d-431c-41ec-b2f0-919a2e0b634d,80b15933-845c-4649-a712-0424011d831d,5f497278-abfa-415a-9c20-4b419e6aaaef,7f6f1e04-97db-48b8-98eb-13fb54c8d002,"{Persian (Farsi),Arabic}",2024-09-06,
fd38ccf4-a540-44d3-9116-169e9ad0590b,64f71a25-0307-4cb4-8435-b6fdb4e99740,6f7c4c23-fc9f-43eb-a14c-118def9aae7d,69e3834d-6fab-4dae-b63e-a13e323da9e6,"{Tagalog,Korean}",2025-04-09,
fe8020b3-b937-4e4e-8310-ec2b94bdc9c8,ad35b703-316e-4a37-bac5-a13c9c1f631c,417d1066-36e5-4842-a31d-0dd74223eda4,512bb56e-5ea2-44a4-8a5a-0ccb73b7939a,"{Arabic,Hindi}",2021-04-20,
3a0bdf71-1011-4056-a5ba-e4970dfbc0f5,2b2a5c53-058e-410b-8dcb-c3472d16c169,5f8f2057-cf89-46dd-92fb-a318b7729c3f,99e8e4a0-e294-4864-b508-58489e291737,"{German,English}",2022-11-16,
845ee720-1eb6-4aa8-90ba-a5b48e521146,cf905778-7d30-4390-b72f-02a038f43e7f,c11f8346-a4e5-4787-87eb-d9cd94dd6c0b,e62735dd-0c25-46df-b745-e1fce1bcbab0,{Chinese},2017-06-05,
8bbd67e1-4b79-498e-8d25-324cd14c2f41,22f41144-831c-466a-933c-201a7b241479,09538844-86e5-4ea2-bacf-6b668059d84a,8a1c785b-6b4d-4a25-a7ee-9b6ff588e9a3,"{Chinese,German,Portuguese}",2017-06-18,
59f98551-bdad-4119-8014-46a7bc0d5501,f0f9a2ea-a830-4843-9885-4c95b019e320,5f80baa3-2d95-4fdb-9304-4fc983658211,ab6521ba-248b-47cd-9c7e-a1ff1b9e9cc7,"{Korean,Chinese}",2021-02-09,
2934a0bc-a649-422c-8859-5428ee21a19f,10042470-900d-42b3-ae55-13a93e203e4a,afc9421e-0b30-48ff-9821-07a380b4141f,e15c857d-d2d2-47aa-b5d6-45c24b2e0e06,{French},2024-03-19,
1d4242b4-cec6-4460-8db1-43d3b07e54a4,a7d27add-a2dc-497b-8b7a-886c4a9c5eb6,d4c90cd1-70f8-42fd-9498-c7b360a886d1,402efd6a-5134-4ec9-8650-8f752d63e52f,"{Russian,Chinese,Persian (Farsi)}",2017-05-17,
c7255ce0-717f-44ea-9987-74e1a0daaccd,b7a57fdd-e105-46d1-a254-286194778611,4acabce3-dac7-479b-b7c7-b8f7b2a5872d,85e5d75e-3e4b-4a2b-a65f-8ad164dc08a5,"{Arabic,Portuguese,Japanese}",2022-01-04,
6bdbc5c3-5e2d-42ea-af67-c422b3cacaca,094adfe3-8843-478b-88ab-ed710f40539a,6362b0b6-c9b0-46fb-9f15-abd94a1ce3ec,9b47170f-7031-4b6d-9a0f-a4a8650a10aa,{Persian (Farsi)},2021-10-24,2023-02-18
c15a0719-d316-4780-929b-714a0910dcc3,fb35fedf-c7d1-4654-9cd8-77e1e7d21cfc,d6673d0b-d58c-4080-8f7e-f037355d546d,113a5642-a6df-4e73-8694-d810e30d8dd5,{Vietnamese},2020-05-24,
2ccebc1b-c4da-40a2-97b0-d6e52645d661,127d31f8-2687-4e62-8119-2e10a84c96a2,5e04e856-c98d-4916-863e-059bb0c6d93f,d44c74a8-026b-4e74-957e-364d9e7af8fe,{Arabic},2024-10-21,
70bd46eb-22dc-4bcc-88f5-1b03b5dbdc02,df610cde-5ccb-468d-8e4b-62c8f0294753,2439d31b-ea44-4d0e-9559-e3dc384354da,042eef42-ad8d-4af5-96eb-87f7f8acb201,{Korean},2025-03-10,
00644753-f1c7-4318-893a-ad255e9603d2,4473c53c-4bf3-429a-80ea-c4c2a90f9963,639d767f-8d7c-4c2b-bf7b-ed322343228e,4ed5b680-921c-4dae-ab0d-ece9625a3eea,{Russian},2016-02-19,2025-01-26
772d7063-e67a-469c-b3dd-fedddadc23e7,44dc7f18-5321-41b0-9522-08485299b530,bf14becb-af2f-4126-9fc9-6c467988ee39,23d42b15-a5dd-4e30-af37-e1e262599582,"{Chinese,Hindi,Vietnamese}",2018-06-12,
