RatingID,ProviderID,RatingSourceID,RatingSourceName,RatingType,RatingValue,RatingStartDate,RatingEndDate
72185428-d76c-4c79-8c12-6ffee18f33fd,831c77c0-c8ab-4c95-bba3-141d3efa7d66,94aaa3d6-b725-4e6f-b4d0-b8e67a741eff,Healthgrades,Patient,2.1,2022-09-13,2024-11-02
e4900820-048d-4dd4-88c5-cbd357ef2881,3c871099-1705-4091-ab59-8009e3e8411f,41184ec9-298c-45f6-bd06-c5cad0ce7ac8,Internal Audit,Peer,4.5,2023-09-12,2025-07-03
19a898da-bd47-4ea9-b5d5-354686f07ed1,07cc3beb-f837-4bd1-9088-9dd34f2a317d,f32eda3c-515c-4892-9851-925fe7f4cd1d,RateMDs,Patient,5.0,2022-07-22,2023-01-07
c44b2228-dbf5-492d-923a-8e7e1d282865,5b576ae3-bece-4405-b29f-3c3f9b813c50,65812c5f-ae05-450f-ab8f-3dfa127d954b,Vitals,Peer,1.6,2021-12-01,2023-06-11
2e21f041-cc2f-41b2-b301-0465ac4db0a3,66a016bf-9ac4-4cec-a4ce-88aa3f5ee524,370c95ca-c09b-453c-a1ff-be0b4c9fe65e,Internal Audit,Internal,4.0,2021-05-23,2022-10-03
8e744bc2-bc2e-4be0-a2ad-a7890ba48ba3,aa36c072-0786-4592-95b0-9ab17ce3c085,653b5c2d-eee6-466a-83bd-13a77af93867,RateMDs,Patient,1.7,2021-05-08,2022-08-22
bcc54956-be24-40b3-a5f2-422723c91510,de3496bc-b6a9-4482-bbe8-0da045702258,8a6df85c-e136-4e63-b9c4-ed1ae0be811c,Vitals,Patient,4.5,2022-03-16,2022-06-16
c57b9ef0-a19a-421d-a158-ab649c57d966,5b7ee38c-0ff7-4727-b562-e91e6e8501b2,b45b16b9-3668-4b75-b9ce-c27e73d336d8,Healthgrades,Internal,2.5,2021-03-03,2023-10-21
0a352467-897a-4e17-b74e-082ae0eab77b,8f188e40-18f0-4fbf-a057-af60ad8bc45b,17429c54-198e-4c86-ba65-d90d0fe6c393,Vitals,Peer,3.6,2023-02-04,2024-03-19
501875e7-5940-4f70-a634-2b8e03a6d348,3258b659-2b80-4dd2-8c38-2f129eaa4749,ac90ab80-b2c9-433c-9f7b-0ecc7f3f7d11,Healthgrades,Patient,3.2,2022-07-14,2023-02-19
c8340cfb-c9b8-4182-9a29-edbffd5db1d9,2234a4c4-5b50-44df-ab49-0a655766e8f4,f6bf973b-211f-4115-b472-c4de621a0d6d,Internal Audit,Internal,2.6,2023-06-11,2025-07-03
3424c0f9-1a35-47b5-886b-583f06fd3b29,fb26bdf8-8d33-43dd-96bb-4730c6f538a9,c4b45c4d-435b-473d-80a9-dca991d25c9d,Vitals,Peer,2.3,2023-07-14,2025-07-03
60a595b9-15fb-407d-958a-12a48d23b54f,3b26d193-e3aa-4f94-8dd1-9e509565ee95,041ee965-d508-4c3f-ada0-59d5ea4a91c8,Healthgrades,Internal,4.8,2020-08-16,2021-12-22
42e663b3-16a8-4270-af1c-c1c4b04679d9,902001d9-3e56-44db-b982-0ba4f290a5aa,7086c6eb-591b-408e-922b-b863e912752d,Healthgrades,Peer,4.7,2024-03-09,2024-11-25
3de16737-e06e-4cca-a377-67321ef1dc67,e54e4b9c-c4a7-4d09-ac1d-f38e79d6d008,6873c355-b191-4d96-a823-5fd9293d3c3f,RateMDs,Patient,2.3,2023-09-24,2024-08-02
ee6fa089-251f-4fc9-be54-723d3bb9b959,351f9e47-b452-4336-ae5c-8df68f5ed77e,b6bfec54-1058-4965-bd4b-c38b040219e6,Internal Audit,Internal,1.1,2021-10-15,2022-07-10
c14736e8-f7f6-41da-a84d-2c68a2c67088,7b9fdc52-ca5a-4a07-905c-ecdd7bea57f5,1245d4bb-e485-43d4-8123-db256da89b8f,RateMDs,Patient,4.1,2021-02-11,2022-05-04
d01f6868-25c6-443a-b386-a51ac876616b,f70c1796-b984-420a-9395-aea96be6acb3,b06d7769-109d-4486-84da-7253e5242530,RateMDs,Patient,2.2,2023-03-13,2025-07-03
4ca69d4d-19dd-43a6-be86-4a67bf7df36b,45871a54-0271-485f-bced-009067af9ad4,6353ac59-c9a9-4dee-b4fa-1161df3327e3,Healthgrades,Peer,1.0,2023-12-08,2025-07-03
450048c0-f905-4521-aa46-cd1c712e2f53,2a9e12d5-2932-44ba-b0e6-dc319520b78e,05fe7e7e-71ed-4485-97b3-6ebfe3f1bb38,Internal Audit,Internal,3.8,2021-12-02,2022-04-28
caab3fdb-dfb0-4e3c-b101-5dfcebcfd2e0,9b9d267a-d667-4780-989e-4ffd277a0d19,126f9ef3-9b42-497f-9ccc-bda46682d759,Vitals,Internal,2.5,2023-06-05,2025-07-03
3386c186-4ef4-4155-91ea-3670b71c72d0,6c36d11b-9db4-40cf-865c-07bec5bf1b83,b815bbdc-a0c4-400f-a5c3-ccc6ddebfa7b,Internal Audit,Peer,2.9,2023-03-03,2024-10-29
1d61a6a5-7217-4e80-8a59-3c6f9ac76c19,1aee989d-88cc-41f5-8b9a-444a9ef35ed5,3f2e50d2-2920-487d-9d31-9c2d297afef0,Internal Audit,Peer,2.5,2022-05-10,2023-10-27
cec79c72-a2b9-48aa-9697-1e0284b13f34,d276ee85-67a0-4e93-a896-51022ab4dc75,def68cf6-2b54-432b-bc5a-462461b740ff,Internal Audit,Internal,1.4,2023-06-14,2024-05-01
7b318484-0273-416c-9c9b-88bf3cfa277c,e8003ae1-017e-4965-8f59-a0288b77bcf9,51439ebe-0683-4c64-bb01-9af1952ade6f,Healthgrades,Patient,2.0,2023-12-26,2025-07-03
5a02bf45-df25-4e3d-83e7-bec74da87c03,70ba8bc7-e443-44d7-baa3-60f1dc242ebc,8b1610b7-adfb-43ea-ab7a-e835d7f21669,RateMDs,Peer,3.4,2021-03-31,2023-05-28
c6d87371-06ef-4f4e-b049-a1a13c1c07ae,4bb12ebe-d8d5-4509-bd1d-0a3f6f8e9675,2808a965-7a94-453b-81be-14fb0356c80a,Healthgrades,Patient,1.2,2021-04-10,2021-05-31
2387f415-937e-414f-9394-90fbbdec57c7,05477eee-6ce8-4f1f-990f-57acad6856cc,499e7795-c8f6-429b-a4e4-569abd618a3a,RateMDs,Patient,3.0,2023-04-22,2025-07-03
d97da089-a0fa-44e3-931c-e15a0a13d1cc,3ae54472-e608-4feb-b11c-99cdb8d26816,39f6f4f7-caea-4c41-8420-5896302c1fa4,RateMDs,Patient,4.6,2022-05-19,2023-06-29
bcf2c50e-9f20-4d7f-9e81-aa5c07295c5a,3322b042-cee3-49d3-900c-1584602cddaf,b5bfca56-5210-49ce-b408-c511e7d92945,RateMDs,Internal,1.8,2022-09-26,2025-02-28
4f353c1a-9468-481e-9b95-723705bce56e,0b551b17-924b-4fa4-b194-e651c76be47f,4734e0a2-fb19-4c73-820a-be4d44a297e6,Vitals,Internal,3.1,2022-11-11,2025-02-10
548e83d3-4e49-49a6-ad3a-0c857e60cf90,7e1b39ea-294e-45a3-a9d2-51ebfb5506a3,f540ff03-a3fd-4064-a3e7-55f316dee72e,RateMDs,Peer,3.8,2020-08-14,2022-10-12
854bb228-52c5-4a94-9453-592b6fe698df,e7c06e53-41af-4601-abbe-2abc18d4575e,26f0885d-6cee-4ae3-abf3-ea7fc1a57e23,Healthgrades,Peer,4.3,2022-11-12,2024-04-07
2b68a5c2-9f12-48b6-820a-5ed632ad12a2,30ec421c-9223-4a66-b4ee-fc0ec9aead56,dc8d1fda-ed8a-4590-9856-7febbd487231,Healthgrades,Patient,2.4,2023-08-13,2025-03-09
4ee2148d-68ce-410e-ad92-4a0a96de01ee,9610dca5-b838-4195-a80b-a0cd61c3dae1,71a5547c-f13b-49bc-a3d3-8e7a406866dc,Healthgrades,Peer,4.4,2021-08-16,2022-12-17
c7433649-71fc-43c8-b7a8-d3ad3b833164,e2568514-9aa9-4d93-94a1-c8d110fae8ba,4e1b100f-9018-4a6f-91fd-fa8ec8b3bc25,Internal Audit,Patient,2.0,2022-01-02,2023-08-16
849715b9-523a-437e-b3f2-0be89abf426d,3304db93-3970-43ef-85df-e03b8a7c1c0b,3911eb10-c021-4a34-a7a7-014c0029c4eb,Internal Audit,Peer,4.4,2023-04-25,2024-03-29
ca7307f6-1fcb-43f4-a703-41e4662337a2,7ac6021d-8e5e-4265-b5e5-4e8b701bc251,7057388b-1e43-4c25-9429-f70667702ae7,Internal Audit,Internal,1.7,2020-11-10,2022-05-09
19d7e2b0-3acf-49ee-8c3a-d47555a64656,8fdd24b2-ef4f-40fc-b91f-eaeddabd1739,13058adb-599f-418c-b3ff-1c8b352d3839,Vitals,Patient,2.8,2020-08-05,2021-05-16
531f616e-1f27-4c77-ad23-6f21f2d8535d,eb0c7cab-1a12-42d4-a438-2c157d8580bb,14668508-345e-4edb-8fda-c0d97252768f,Healthgrades,Internal,3.4,2021-04-25,2023-12-24
209e0e81-1093-4107-905a-af6a8794ef12,a277c468-95bb-48e8-af96-1171595abca3,6974c4bb-8d7a-447c-a927-d46f26794238,Healthgrades,Peer,2.3,2020-12-01,2023-02-02
d2e57eee-b283-415b-9c15-14dd22fb4720,27e11eeb-69ca-48a3-846f-fd25459be6e5,8f3790e7-2b7e-403e-8aa2-10c213692f80,Healthgrades,Patient,4.3,2023-02-22,2025-04-05
6c35ff32-e631-4d14-b54b-ff69ec8ab6a1,13e94858-36b2-4ab3-8c71-bc3a17409c99,fe56fb2e-bd7e-40e0-81e6-7cf977ac5a19,Vitals,Peer,3.1,2021-11-15,2022-07-14
2fa87c45-f45b-4a6f-9b07-748a398031d2,d0ff5cf7-6d5d-4d76-b404-e0a42315ed11,a6f7b990-f487-4424-83ca-e3766248dd68,Healthgrades,Internal,2.2,2020-09-08,2021-06-09
c0820769-adbb-4a44-9648-841712f9836b,632e1fd1-84be-4df6-aba9-1f20dc30ee2d,f3b5f4d7-0789-44ab-9c9c-c6cdd73e8d9f,RateMDs,Internal,1.3,2022-08-01,2024-09-21
b601f4e5-4747-49b4-adbc-4c5df3fbb714,9f6f70db-3c6e-4268-8ae7-0ea9198a9537,2e272b85-2e55-4148-921d-71193578b6b5,Internal Audit,Internal,2.9,2023-07-30,2025-07-03
d1daeb3a-e038-4d3e-b9ee-4e8c1beefa93,082bf1f4-0865-4815-8ae7-9f01e46a7f45,28cbe9f4-dd68-45f3-b988-61ca3a17c17e,Healthgrades,Patient,2.0,2021-11-08,2022-11-01
f580d9a0-96c0-47fb-9713-a55e9dda4e32,a11e6f9c-7d3d-42fd-a3d3-c657d1e000ec,dd45a13f-7a5b-46df-9772-ae043ec29f53,Healthgrades,Internal,2.6,2023-03-03,2025-04-03
0411aac7-46de-4edd-999e-a3dd9fcc93fa,55dce869-3983-4c6d-8cb4-90e060761ad9,6c941d65-a552-485a-8421-08b24f3d27b3,Vitals,Peer,4.1,2023-01-02,2024-03-06
d7e8a07a-0fa7-4e37-9ae0-e7ceea94f670,25c4eff6-fc75-4ef9-81dd-2e69b869d063,cadf1df6-3afa-4d1f-b3cf-7148bc8afe6c,RateMDs,Patient,3.9,2023-01-07,2023-09-27
c5eac54f-b2da-4042-9650-395eefa44d0e,e84d7bfb-16b2-4535-afb9-90c9c141f856,01c49c82-6dec-499f-b22b-50a8275c06de,Healthgrades,Peer,4.0,2020-08-02,2021-09-10
85472867-0612-4030-973e-c318303cea57,d191d053-5ac5-42dd-b674-ebfdc774f179,e100823a-eb2e-4070-9b95-90b93504bc88,Healthgrades,Peer,2.3,2023-09-07,2025-01-28
6a3f76a6-f65f-430d-b577-6d6238297ddb,82075176-147d-4ed8-af5a-a762e81a0a28,e038fc2e-0f2f-4852-8a0e-79d487f4c784,Vitals,Internal,1.9,2024-03-21,2025-07-03
8d9f57a4-1659-45cc-acf1-73af1c35ac73,480ea0d8-c9fa-4423-9881-abbe1412dba1,64a77ddf-b07c-427c-b7d0-b69dddcf2b5e,Vitals,Internal,2.4,2023-04-21,2025-05-06
06837b3d-8a0f-47f1-b2a9-31e8e0c16d21,80b15933-845c-4649-a712-0424011d831d,2ab7680b-11ec-4341-8b20-435f9b9c62fa,Healthgrades,Patient,4.7,2023-07-07,2025-07-03
a0401397-c541-42a3-8744-44cabbe268be,64f71a25-0307-4cb4-8435-b6fdb4e99740,129b1879-01f8-4fea-955e-a09e89414287,Healthgrades,Peer,4.7,2022-09-04,2024-07-06
b00e160b-3175-4c98-8ad8-9f88b809fe0d,ad35b703-316e-4a37-bac5-a13c9c1f631c,ba2c532e-4462-402a-949b-25f67c30994f,Internal Audit,Patient,2.3,2023-09-24,2023-12-20
653b7df7-4867-4d38-bc89-47f0f8f218ad,2b2a5c53-058e-410b-8dcb-c3472d16c169,552ff884-c2e6-400d-9db4-7d84ff5296bd,Vitals,Peer,1.9,2024-01-05,2025-07-03
403a08e5-54cd-4f5d-b947-5a3b70666b57,cf905778-7d30-4390-b72f-02a038f43e7f,1b8ac5d7-8a82-4961-b0ff-6255797760d2,Internal Audit,Peer,4.4,2023-12-21,2025-07-03
4e3754b7-118a-4dbe-a38f-d01aefcd61fb,22f41144-831c-466a-933c-201a7b241479,767307fb-ac14-439a-998d-aa805e2808f7,Internal Audit,Internal,4.9,2024-03-06,2024-08-24
ca801957-5ced-46ce-8e11-b6dec42eda1b,f0f9a2ea-a830-4843-9885-4c95b019e320,23dab15a-3211-4433-9800-eb896a09f945,Internal Audit,Internal,4.9,2023-08-07,2023-10-24
3d20ee2c-a482-4113-af77-cd1e68685249,10042470-900d-42b3-ae55-13a93e203e4a,6e446176-474b-48db-8000-f92a39dd1529,RateMDs,Internal,4.3,2023-11-27,2025-07-03
555c176f-0747-477f-ba46-3e5fcd16e688,a7d27add-a2dc-497b-8b7a-886c4a9c5eb6,6922aefc-865e-4e7d-99e7-b012c42a4c23,Internal Audit,Patient,3.5,2020-09-23,2023-03-25
6387f26d-db20-494b-bd26-c4d325fa2195,b7a57fdd-e105-46d1-a254-286194778611,07483fad-8ec2-4a2c-bf96-2fc6b7370ffc,Healthgrades,Internal,3.1,2020-11-15,2021-09-29
2d46a5e1-0377-43d5-85e0-5f948cb40131,094adfe3-8843-478b-88ab-ed710f40539a,a67643cd-4d0c-4e54-870c-6043704c0087,Vitals,Internal,4.6,2021-12-20,2022-12-02
71f5d468-c74b-4e15-a0c5-9a61302bdbbb,fb35fedf-c7d1-4654-9cd8-77e1e7d21cfc,6ae0d546-6788-4bf9-8c8d-924da5d75ce7,RateMDs,Patient,4.0,2022-08-31,2024-11-27
cf68fff2-e788-46e3-b668-ef1863c5eee7,127d31f8-2687-4e62-8119-2e10a84c96a2,d756791c-bb03-4573-9452-424b45e2a26c,RateMDs,Internal,4.1,2024-04-07,2024-06-08
be19aacc-7b0b-4678-9f22-e313910d53f4,df610cde-5ccb-468d-8e4b-62c8f0294753,34328383-4c42-48ee-8127-73d485ff3212,Internal Audit,Internal,3.9,2021-05-09,2024-01-03
cbedfdc6-0c3d-4fe7-9d51-24e5b5aa330b,4473c53c-4bf3-429a-80ea-c4c2a90f9963,bb70ab2a-379b-4d14-846e-b3180f7a6d92,Internal Audit,Patient,3.3,2020-12-29,2022-12-23
5aa43749-2889-4291-a47e-e52785dd665b,44dc7f18-5321-41b0-9522-08485299b530,e24b9359-f8dd-4713-a3b3-ee47e835b508,Internal Audit,Internal,1.2,2020-07-06,2021-07-01
348baea4-c697-4cd5-856f-18fa424157ca,5d36ff46-2549-497a-961e-a023fbcd929b,68d2823b-d3a8-41c2-94c9-c9ea666c4a3d,Healthgrades,Internal,4.9,2020-08-05,2021-11-15
ed81b8f6-e583-4820-907b-da76cdc9f576,c9395ac6-6a0b-4c04-8a42-18b38a981ee1,c4a9e913-b95b-4ac9-8511-53ce9d4d4da6,Vitals,Internal,4.3,2023-11-04,2024-04-17
47cd6ce9-b5be-44a4-885b-39ee07234be6,1646d5c3-b369-4b60-9f3f-4352d7b2f30d,94684b7a-b14a-4def-a66a-1279e08add4a,RateMDs,Patient,2.4,2024-05-02,2024-08-01
33512158-05b7-461a-9058-e39e6bbd4b2a,c1e04354-4da4-4d77-9bf0-b6392e081645,3fbb9144-47b0-4409-b8ee-00b63aac21a1,Vitals,Patient,3.4,2022-10-13,2024-06-11
9e15325c-3557-4ab6-9200-69f32c138e72,8935e156-3d86-4155-91d7-73002675f5a8,eb8d45ab-59f0-4a74-b791-7ab8237a270b,Internal Audit,Peer,2.5,2021-08-17,2023-02-10
6fcb349d-720a-46a7-a215-d4f2a7c5d9c2,b3639244-27a4-45ea-bffd-2241c6ed2ad7,62280bce-681b-41c5-8398-e3b1c4511904,Internal Audit,Internal,2.4,2024-01-25,2025-07-03
62f0e144-01f4-4f16-81a4-44ba15cfec36,c553cb12-8f28-407b-9549-14d6116dbb5b,edec6327-8fe7-406e-b420-aa5b2a28b776,RateMDs,Internal,3.4,2022-02-25,2024-06-15
8fbf8944-87b3-486a-8968-20fc6cf3ea15,1c62bcfd-5b18-44dd-afeb-c7aeb61b1b11,04de6032-c825-481c-8063-b7cee1d39041,Healthgrades,Peer,3.8,2021-10-27,2021-12-02
0bb2553f-2f2f-4473-8e05-603a8d4da922,d3f2154f-08d5-4e1d-a9fc-c21644a9456e,1e5ff977-5f0f-4b54-9742-ecbd43b75205,Vitals,Patient,1.8,2023-04-14,2023-06-26
736e0e67-3c77-4610-a9d3-55dbef6d3c1a,df06a851-279b-4d85-a38d-445945cf7147,9e9b937a-28eb-4b54-b3bf-54a69a8af067,RateMDs,Internal,1.9,2021-06-23,2022-09-07
dd7cb611-975e-4561-a3da-cf572ac53414,c8b6977c-06ef-4a83-9521-c6a89cea2cad,3aebfc33-40fd-4360-8a63-9923ac5208f7,Healthgrades,Peer,4.3,2023-03-03,2023-06-11
5c54f925-d7ec-4d6d-a9c9-125761f6dbea,10133f30-bb6e-4c55-8a34-089aeabce301,0de3321f-17a1-4606-8201-72ec58453b15,Vitals,Internal,3.4,2021-11-23,2024-07-03
aa1561b8-44dd-486d-aece-92d136ac9a66,4fdc34aa-9734-4c83-ae0b-7c089e6c4760,88f75cef-0199-4fc7-b5cd-f0f8475348d4,Vitals,Patient,4.3,2021-12-25,2024-02-02
04c5c037-3cfd-4bfd-93ca-34a517422714,9d3ccede-bab2-42e1-9442-ab950655f08c,db4afb16-66fe-4b3c-955d-1a6f6608dcc1,RateMDs,Peer,4.6,2020-12-10,2022-06-17
01292fc3-a4f4-4a36-962f-60db98e9ee66,c397694e-8cf6-4b8a-9bf4-446151152544,c5eef28c-882e-4f6c-bc3f-8ae605bd3fec,Internal Audit,Internal,2.9,2022-04-07,2024-09-12
0d2b0199-cf9c-4a89-9520-993eb9a008fd,ac5bc6d1-e213-418d-b7c8-d3c8c00c58e1,8fb90e6b-5df5-410d-9e4c-af9b3db48f80,Internal Audit,Internal,1.7,2021-05-15,2021-07-15
56c2eec9-b560-4f54-92ae-46f94ba7ee06,59c67895-96d7-40c5-bcf5-e59dd3aa1641,ec8a04cb-de82-471a-8eeb-2f457bc16afc,Healthgrades,Peer,4.6,2021-09-30,2023-04-21
ffddc56a-65b2-40b7-a476-8d65b6ba7645,4257baac-1d07-4d57-9a8a-2f013dc54b57,88598192-e32b-4038-bafc-a59a2b7421ac,Internal Audit,Patient,3.4,2023-01-07,2024-03-30
d0eff16d-3992-4d63-98bc-305b6bb278a1,7a895151-d730-433e-8ace-5ed4fcbe88a6,fec7ace7-bbde-44dd-9373-896985e22e0f,Healthgrades,Peer,1.7,2023-05-22,2025-02-27
