ProviderLocationID,ProviderID,ProviderAvailabilityDayOfWeek,ProviderAvailabilityStartTime,ProviderAvailabilityEndTime
dc48d530-e224-4121-87ea-bf85b9ec1871,a5753cfd-e116-46e3-832c-322deb56ad51,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:15 PM
73d2fcbc-6f47-4e76-8b6f-7f9e8f86e85f,8ea72e86-31c2-48e6-8c4d-0b9da94c1ba5,"{Mon,Wed,Thu,Sat}",9:00 AM,6:00 PM
ca196c66-774e-479d-aa71-9bd0b9b9d603,6d0399d0-80c3-4e57-be67-a60a8ebcf29f,"{Mon,Wed,Thu,Fri}",9:00 AM,6:45 PM
7c2aef7f-3383-43f5-bad0-9b63b9fc93b4,74fc251c-8871-4f2a-bf52-624b8d02146a,"{Mon,Wed,Thu,Fri}",9:00 AM,6:30 PM
43396005-f5f4-4aff-929a-40ff7607ae9a,0631ab1c-918d-409c-9bab-cbc5ee696a9a,"{Mon,Tue,Fri,Sat}",9:00 AM,4:45 PM
9fdd2386-6ead-4c88-a63f-82301b2a5dab,f37dcee0-7721-47ba-8969-87ff8bd6bf37,"{Mon,Tue,Thu}",9:00 AM,4:45 PM
d88a3877-23e4-4c94-b49c-84461c16d946,953b1c02-1417-441f-91c6-ee221e2287cb,"{Mon,Tue,Wed,Thu}",9:00 AM,6:30 PM
b4a0ae50-920d-4914-8323-7fcfcf8cb35b,2d7635a4-6a05-47d2-a777-f09ecdea715e,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
41403a5f-fa6b-4e8a-b879-ffbfec519ca0,04382426-bcb1-4f57-a277-23aa43da3cca,"{Mon,Tue,Sat}",9:00 AM,4:00 PM
5b116653-e985-4cc7-98c6-2038fda51c01,0fb21727-53f6-49b8-90b8-8d96a9e3d449,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,6:00 PM
ab3feccc-133f-443c-be0d-eb68315ea449,0e604b67-5a4c-43c2-8e51-21d7f72fa835,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:15 PM
cc9fd13c-8c38-4780-80c7-5fa210e4e3fe,b343e6df-ba9e-4ed3-a707-438eec4ffbd6,"{Mon,Wed,Fri}",9:00 AM,6:30 PM
c7688014-53c1-4dc6-a341-931f38b3dc99,caf691bc-fdf6-4d78-b993-d57d2bdd9f86,"{Mon,Tue,Thu,Fri}",9:00 AM,5:30 PM
27e8e148-ba69-4944-86e6-888448cd08c8,f38be03a-194b-4f77-ba69-863d32cdf462,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,5:30 PM
f91af78a-53d8-4783-80a9-75f78da997ab,45ba9ed2-6820-4102-8b06-7ae8db71bef5,"{Mon,Tue,Wed}",9:00 AM,6:30 PM
8da70765-f7b1-4d26-9065-732fa3fc2e4f,280d1b57-043a-4dde-ba4f-b9f422fdd34e,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,4:30 PM
e6b8f43d-9d7d-4727-8aab-8fe59e521e77,831c77c0-c8ab-4c95-bba3-141d3efa7d66,"{Mon,Fri,Sat}",9:00 AM,5:45 PM
0c59ba53-2128-4fb4-ac0b-f1f4eb4ca1e5,3c871099-1705-4091-ab59-8009e3e8411f,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:30 PM
f2ff777d-b982-4436-a9f0-542c35e00111,07cc3beb-f837-4bd1-9088-9dd34f2a317d,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:45 PM
b79ce267-76ba-4171-84e1-cda301a5fad1,5b576ae3-bece-4405-b29f-3c3f9b813c50,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:30 PM
ae1589e7-dbf8-4b08-9765-9b5cdbcf2b5d,66a016bf-9ac4-4cec-a4ce-88aa3f5ee524,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,6:15 PM
7d1b1fed-d035-4ec4-ae02-4fe4a0f35038,aa36c072-0786-4592-95b0-9ab17ce3c085,"{Mon,Wed,Thu,Sat}",9:00 AM,6:30 PM
0d619e3b-3ad7-4ebe-9e57-297a7a256314,de3496bc-b6a9-4482-bbe8-0da045702258,"{Mon,Tue,Wed,Thu}",9:00 AM,6:00 PM
7cdb777e-033c-4a90-9e2e-9b3d0cb98c5e,5b7ee38c-0ff7-4727-b562-e91e6e8501b2,"{Tue,Thu,Sat}",9:00 AM,4:45 PM
0d0bee14-11ee-4155-83e6-ff7f0a075733,8f188e40-18f0-4fbf-a057-af60ad8bc45b,"{Mon,Thu,Fri}",9:00 AM,4:45 PM
be941bd9-ae2c-4e79-91d9-36910b52d390,3258b659-2b80-4dd2-8c38-2f129eaa4749,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:00 PM
b2b06e13-65de-4519-8ce2-5a14ede83cac,2234a4c4-5b50-44df-ab49-0a655766e8f4,"{Mon,Wed,Sat}",9:00 AM,6:00 PM
eace8aa4-0845-4868-8312-f193a86aa0e8,fb26bdf8-8d33-43dd-96bb-4730c6f538a9,"{Mon,Thu,Fri}",9:00 AM,6:00 PM
5fab6bc7-be73-40f8-8899-4c71cc87079c,3b26d193-e3aa-4f94-8dd1-9e509565ee95,"{Mon,Wed,Fri}",9:00 AM,5:15 PM
80bdf9a3-edf4-4f31-8a19-5f7d67f7f80b,902001d9-3e56-44db-b982-0ba4f290a5aa,"{Tue,Thu,Fri,Sat}",9:00 AM,5:45 PM
7d621ba0-f40c-4511-a4cb-6208a2561381,e54e4b9c-c4a7-4d09-ac1d-f38e79d6d008,"{Wed,Thu,Fri}",9:00 AM,6:15 PM
d51fc186-7d4d-4cff-80c6-a89fe31c4b8f,351f9e47-b452-4336-ae5c-8df68f5ed77e,"{Tue,Wed,Fri}",9:00 AM,5:00 PM
e02db9bc-ad85-4c3d-b44b-989b01fc50e9,7b9fdc52-ca5a-4a07-905c-ecdd7bea57f5,"{Mon,Wed,Fri,Sat}",9:00 AM,6:00 PM
92c268e7-a731-42be-98d4-d6abc885a956,f70c1796-b984-420a-9395-aea96be6acb3,"{Mon,Wed,Fri}",9:00 AM,6:30 PM
8dc2a410-0585-49fd-80e8-0cd702e4c897,45871a54-0271-485f-bced-009067af9ad4,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:45 PM
c66ef530-fc49-4b8b-b295-b06e0ff8d663,2a9e12d5-2932-44ba-b0e6-dc319520b78e,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,6:45 PM
fb72fae2-cbcb-4f54-8309-909078869165,9b9d267a-d667-4780-989e-4ffd277a0d19,"{Mon,Tue,Wed}",9:00 AM,5:15 PM
6801f159-c310-445f-9600-ec5bce010434,6c36d11b-9db4-40cf-865c-07bec5bf1b83,"{Mon,Tue,Wed,Thu}",9:00 AM,6:30 PM
a56a85fc-d3a9-4d8d-a233-52f88128b603,1aee989d-88cc-41f5-8b9a-444a9ef35ed5,"{Mon,Tue,Wed,Sat}",9:00 AM,4:00 PM
cd7d3dd0-5b60-4566-8de8-acb67f147e10,d276ee85-67a0-4e93-a896-51022ab4dc75,"{Tue,Fri,Sat}",9:00 AM,4:15 PM
c0fae209-9c24-44da-8553-54d50a3f80fa,e8003ae1-017e-4965-8f59-a0288b77bcf9,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,5:45 PM
93af6db4-c722-4dca-a4b2-5a733e94e159,70ba8bc7-e443-44d7-baa3-60f1dc242ebc,"{Mon,Tue,Wed,Thu}",9:00 AM,5:00 PM
51725089-af12-45ac-b020-4e545d24a1cd,4bb12ebe-d8d5-4509-bd1d-0a3f6f8e9675,"{Mon,Wed,Thu,Fri}",9:00 AM,5:45 PM
d35734ca-4a87-47f8-875d-100a1fbe086a,05477eee-6ce8-4f1f-990f-57acad6856cc,"{Mon,Wed,Sat}",9:00 AM,5:15 PM
3ff6b6c2-d259-4125-9b56-733ed231021c,3ae54472-e608-4feb-b11c-99cdb8d26816,"{Mon,Thu,Fri,Sat}",9:00 AM,4:30 PM
b7895b8e-00de-4c1a-a3d2-3c6b2ad74753,3322b042-cee3-49d3-900c-1584602cddaf,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,6:30 PM
fb0ffbe4-b39b-415f-97ee-55097ae5f0c1,0b551b17-924b-4fa4-b194-e651c76be47f,"{Mon,Wed,Fri,Sat}",9:00 AM,4:30 PM
fb894e38-492c-4b9a-b4cc-d192e72b9dd1,7e1b39ea-294e-45a3-a9d2-51ebfb5506a3,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:45 PM
c9ef8faf-3d12-4d59-9e86-4bf24f815cfb,e7c06e53-41af-4601-abbe-2abc18d4575e,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:30 PM
150c0dcc-6403-4dde-991f-416b050d7c00,30ec421c-9223-4a66-b4ee-fc0ec9aead56,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:30 PM
57b9859c-59dd-470c-9752-bb3254a64b9f,9610dca5-b838-4195-a80b-a0cd61c3dae1,"{Mon,Tue,Thu,Fri}",9:00 AM,6:30 PM
1c20d459-1dc7-4cb5-8fc6-00f67af37742,e2568514-9aa9-4d93-94a1-c8d110fae8ba,"{Thu,Fri,Sat}",9:00 AM,4:45 PM
d8bcc1b1-830e-4db5-bddf-636987114545,3304db93-3970-43ef-85df-e03b8a7c1c0b,"{Thu,Fri,Sat}",9:00 AM,6:45 PM
8cb1050e-49e7-46af-af8a-82998ff50c76,7ac6021d-8e5e-4265-b5e5-4e8b701bc251,"{Tue,Wed,Thu,Sat}",9:00 AM,5:00 PM
0a278eb5-ec23-48af-9de4-21e02b274ba2,8fdd24b2-ef4f-40fc-b91f-eaeddabd1739,"{Mon,Tue,Fri,Sat}",9:00 AM,5:15 PM
0612ffb3-2030-46a7-a722-07763836d1bb,eb0c7cab-1a12-42d4-a438-2c157d8580bb,"{Wed,Thu,Fri,Sat}",9:00 AM,4:30 PM
c8168a71-f393-4905-b2b4-1391f37ca71e,a277c468-95bb-48e8-af96-1171595abca3,"{Mon,Tue,Thu,Fri}",9:00 AM,5:45 PM
cbd0df9e-2ebb-4f54-96d4-746379da2fed,27e11eeb-69ca-48a3-846f-fd25459be6e5,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,6:15 PM
f70cd48c-eab1-4a1e-86e3-9ce67e9bd977,13e94858-36b2-4ab3-8c71-bc3a17409c99,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,4:15 PM
47d9cd2b-f687-48a1-9995-4a869a2938b7,d0ff5cf7-6d5d-4d76-b404-e0a42315ed11,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,5:15 PM
0108f7db-d164-4a75-bd6f-0de81279d02f,632e1fd1-84be-4df6-aba9-1f20dc30ee2d,"{Mon,Thu,Sat}",9:00 AM,5:00 PM
799920fa-f6b0-4295-a711-209aff8f8113,9f6f70db-3c6e-4268-8ae7-0ea9198a9537,"{Mon,Tue,Wed}",9:00 AM,5:45 PM
c1133be4-15ac-4833-bf72-c36a4217ef54,082bf1f4-0865-4815-8ae7-9f01e46a7f45,"{Mon,Wed,Thu}",9:00 AM,5:45 PM
1163c49e-fa3d-457c-a3ec-acabe0987a8b,a11e6f9c-7d3d-42fd-a3d3-c657d1e000ec,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:30 PM
0ec03c6f-c4ad-4941-b144-50baa374f79f,55dce869-3983-4c6d-8cb4-90e060761ad9,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:15 PM
8be3fd1d-5cb7-413a-ba16-07f1a669fcf1,25c4eff6-fc75-4ef9-81dd-2e69b869d063,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,6:45 PM
fb06cf4b-fd22-4b76-933d-e5f6e9291879,e84d7bfb-16b2-4535-afb9-90c9c141f856,"{Tue,Thu,Fri}",9:00 AM,6:15 PM
e204a5e3-c755-4c76-a017-709042c6787d,d191d053-5ac5-42dd-b674-ebfdc774f179,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,6:30 PM
3c1f8464-5c5d-44f6-8478-e80d3d167d58,82075176-147d-4ed8-af5a-a762e81a0a28,"{Mon,Wed,Fri}",9:00 AM,5:00 PM
73a07cbf-1670-493d-8f59-a976f048dab3,480ea0d8-c9fa-4423-9881-abbe1412dba1,"{Mon,Wed,Thu,Fri}",9:00 AM,4:00 PM
5f497278-abfa-415a-9c20-4b419e6aaaef,80b15933-845c-4649-a712-0424011d831d,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:15 PM
6f7c4c23-fc9f-43eb-a14c-118def9aae7d,64f71a25-0307-4cb4-8435-b6fdb4e99740,"{Tue,Wed,Thu,Sat}",9:00 AM,6:30 PM
417d1066-36e5-4842-a31d-0dd74223eda4,ad35b703-316e-4a37-bac5-a13c9c1f631c,"{Mon,Tue,Thu,Sat}",9:00 AM,6:45 PM
5f8f2057-cf89-46dd-92fb-a318b7729c3f,2b2a5c53-058e-410b-8dcb-c3472d16c169,"{Tue,Wed,Thu,Fri}",9:00 AM,5:30 PM
c11f8346-a4e5-4787-87eb-d9cd94dd6c0b,cf905778-7d30-4390-b72f-02a038f43e7f,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,6:15 PM
09538844-86e5-4ea2-bacf-6b668059d84a,22f41144-831c-466a-933c-201a7b241479,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,5:00 PM
5f80baa3-2d95-4fdb-9304-4fc983658211,f0f9a2ea-a830-4843-9885-4c95b019e320,"{Tue,Wed,Fri}",9:00 AM,5:30 PM
afc9421e-0b30-48ff-9821-07a380b4141f,10042470-900d-42b3-ae55-13a93e203e4a,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:15 PM
d4c90cd1-70f8-42fd-9498-c7b360a886d1,a7d27add-a2dc-497b-8b7a-886c4a9c5eb6,"{Mon,Wed,Sat}",9:00 AM,4:30 PM
4acabce3-dac7-479b-b7c7-b8f7b2a5872d,b7a57fdd-e105-46d1-a254-286194778611,"{Mon,Wed,Thu,Sat}",9:00 AM,5:30 PM
6362b0b6-c9b0-46fb-9f15-abd94a1ce3ec,094adfe3-8843-478b-88ab-ed710f40539a,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,6:00 PM
d6673d0b-d58c-4080-8f7e-f037355d546d,fb35fedf-c7d1-4654-9cd8-77e1e7d21cfc,"{Mon,Thu,Sat}",9:00 AM,6:45 PM
5e04e856-c98d-4916-863e-059bb0c6d93f,127d31f8-2687-4e62-8119-2e10a84c96a2,"{Mon,Thu,Fri}",9:00 AM,4:45 PM
2439d31b-ea44-4d0e-9559-e3dc384354da,df610cde-5ccb-468d-8e4b-62c8f0294753,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:30 PM
639d767f-8d7c-4c2b-bf7b-ed322343228e,4473c53c-4bf3-429a-80ea-c4c2a90f9963,"{Mon,Wed,Thu,Sat}",9:00 AM,4:15 PM
bf14becb-af2f-4126-9fc9-6c467988ee39,44dc7f18-5321-41b0-9522-08485299b530,"{Tue,Thu,Sat}",9:00 AM,4:15 PM
575d315f-0483-4438-92c2-25ed3c5aa647,5d36ff46-2549-497a-961e-a023fbcd929b,"{Mon,Tue,Fri}",9:00 AM,4:45 PM
d03375ae-710d-4065-b31f-6bf3910db02e,c9395ac6-6a0b-4c04-8a42-18b38a981ee1,"{Mon,Tue,Fri}",9:00 AM,4:00 PM
c994e43f-e95e-411a-84da-32b48abd9498,1646d5c3-b369-4b60-9f3f-4352d7b2f30d,"{Tue,Wed,Thu,Sat}",9:00 AM,6:30 PM
c15a1e72-6e36-4bd0-aae4-fd145ace1fdd,c1e04354-4da4-4d77-9bf0-b6392e081645,"{Mon,Tue,Thu,Fri}",9:00 AM,6:00 PM
6350f1a4-edbc-4f22-ba5b-8bb74bfddcb5,8935e156-3d86-4155-91d7-73002675f5a8,"{Tue,Wed,Thu}",9:00 AM,4:45 PM
56c2f4f5-e65c-4c6c-a4b0-32672a345b4d,b3639244-27a4-45ea-bffd-2241c6ed2ad7,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,6:45 PM
479e3096-059a-4645-a5b9-cdf7efe3ad7c,c553cb12-8f28-407b-9549-14d6116dbb5b,"{Mon,Tue,Thu,Fri}",9:00 AM,5:45 PM
5880f3a7-82cf-40b0-8f98-8d84e8efe422,1c62bcfd-5b18-44dd-afeb-c7aeb61b1b11,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:15 PM
7a485000-2b28-4170-aae2-34a956979ef0,d3f2154f-08d5-4e1d-a9fc-c21644a9456e,"{Mon,Tue,Fri}",9:00 AM,6:30 PM
c3da9ca4-2ef0-434f-a791-b199688bb24d,df06a851-279b-4d85-a38d-445945cf7147,"{Tue,Thu,Sat}",9:00 AM,5:00 PM
5fa60464-fa8b-4d93-93bb-f559effa6257,c8b6977c-06ef-4a83-9521-c6a89cea2cad,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:45 PM
6af95a85-a6c1-48d7-8537-de67b4c5b74f,10133f30-bb6e-4c55-8a34-089aeabce301,"{Tue,Wed,Fri}",9:00 AM,6:00 PM
b688a458-c111-4446-b23e-b3954ae779b8,4fdc34aa-9734-4c83-ae0b-7c089e6c4760,"{Tue,Wed,Fri}",9:00 AM,6:00 PM
0ec1c672-b354-49c4-9abc-b68997e888a4,9d3ccede-bab2-42e1-9442-ab950655f08c,"{Mon,Tue,Fri}",9:00 AM,6:15 PM
3dc91ce1-02b6-4bd7-9c0b-f050169e0e44,c397694e-8cf6-4b8a-9bf4-446151152544,"{Mon,Thu,Fri,Sat}",9:00 AM,5:45 PM
88747e3b-5a82-484b-9486-e8d1ee8bbadb,ac5bc6d1-e213-418d-b7c8-d3c8c00c58e1,"{Mon,Wed,Thu,Sat}",9:00 AM,4:15 PM
2bbab5c9-6ba8-40af-9c95-8cf913048dc1,59c67895-96d7-40c5-bcf5-e59dd3aa1641,"{Mon,Tue,Wed,Sat}",9:00 AM,5:45 PM
f7167a66-1122-47d9-bbc9-b68c64d06c86,4257baac-1d07-4d57-9a8a-2f013dc54b57,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:15 PM
9bba8f1a-1f4d-4621-b53f-517cf03d4fcf,7a895151-d730-433e-8ace-5ed4fcbe88a6,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,5:00 PM
858912fd-6977-4fc1-a5a5-936c5113efef,32c109a5-0abf-4788-8eb8-fa32f15bafdc,"{Tue,Fri,Sat}",9:00 AM,4:30 PM
70e6d12f-903f-44ab-bc88-70575312d192,67a34e9d-291b-4bc2-93ac-5ffdb7747bb1,"{Mon,Thu,Sat}",9:00 AM,5:00 PM
4a62190a-e003-4a06-b6f2-4b36fc1cc43d,20fa8b34-0280-4720-81f6-b37d200b1563,"{Mon,Tue,Sat}",9:00 AM,6:45 PM
af185fdd-5965-4b96-b6ba-349b21151c4d,a86d34b1-71bd-42da-bc7d-53caa1f179c6,"{Tue,Thu,Fri}",9:00 AM,6:00 PM
e4abd9ff-ba97-4810-912b-7b8729522395,1f0dc1c1-52be-4cd1-8297-8b7c3ced68fc,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,6:30 PM
d7672b8d-7206-41b4-9ca9-233f8b102412,afa800a4-62f1-47d6-8ce9-114fdb59d5b3,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,6:15 PM
dcde317f-1013-4c03-a71e-ed980827b8c6,d0adef26-0102-477f-a1bc-90c3a0af8bc7,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,4:15 PM
553e23a0-a5a0-48a3-b2d7-76fc06f26b6d,231a354d-87f8-4de5-a0cf-ef7bae17469d,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
5cd463a8-1043-4a66-a8a7-e70d71307339,6d57a68f-5e1b-4531-8f09-6953c4f585dd,"{Mon,Tue,Fri,Sat}",9:00 AM,5:30 PM
5c3d95c9-d182-495b-8bad-4b880025f15c,03b7592d-c67a-421d-924a-ea4ac1dc5f21,"{Mon,Tue,Fri,Sat}",9:00 AM,6:30 PM
f2cc6774-91cd-44ad-b77a-146b1f1b08b0,580b2f27-9504-423e-9942-952f3c80ca0e,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:45 PM
451fe3f6-5fd6-42f3-a920-096e710e8fb5,df502cd2-ef05-45ae-8be6-d7148d5d1ba0,"{Mon,Thu,Sat}",9:00 AM,6:30 PM
7b9861bc-4cfa-4cae-8642-a43430832d01,368d1ea8-833c-44b5-b277-afa0c87718f0,"{Tue,Wed,Fri,Sat}",9:00 AM,4:15 PM
9a48715d-6868-47b0-a5e9-db058f984957,71e84d8f-fcfe-42ea-a84b-544f18eb9aad,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,6:00 PM
5904e28a-cc06-4ebd-8627-7399771e7935,35a8ddec-9b91-4cf7-b0e4-85046f68983b,"{Wed,Thu,Fri,Sat}",9:00 AM,6:45 PM
57e81429-4792-4c6d-874e-fec43901c937,807ff91d-0631-49b4-9e85-559e2235063d,"{Mon,Wed,Thu,Sat}",9:00 AM,4:45 PM
693fa9cd-5441-4b17-839b-73fcfe15e083,49094333-fdf2-402a-9aa9-318f14d8e3df,"{Wed,Thu,Fri,Sat}",9:00 AM,6:15 PM
71bc9683-2e88-414d-81dc-314e4746b9cc,59d33c74-24e5-4529-b6c2-146a39dae99e,"{Tue,Fri,Sat}",9:00 AM,5:00 PM
f7bb23a1-879d-4a3e-b166-de7454b54534,be56653e-19ce-4626-8d69-5e9bbf03b8e3,"{Mon,Tue,Fri,Sat}",9:00 AM,6:45 PM
96ef2bcb-3d3c-4dde-9fc3-9a38c46ef23d,8d158519-f627-4956-aefa-8faac8c10d1c,"{Tue,Thu,Fri}",9:00 AM,5:15 PM
a8ff30c2-fcce-4ab5-b715-d75884b79c9b,f01a744a-06fc-4d3d-be73-896781c0a734,"{Mon,Fri,Sat}",9:00 AM,6:15 PM
4999b732-d91d-4c3b-98c8-49b1bc2d847d,27998d94-3caf-4be7-acac-a1748bb9c024,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,6:30 PM
e303b44c-a9e4-4687-b5ed-15e4da066ebb,807b0bec-79df-424b-ba68-7f0571154530,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,6:30 PM
6c8f3718-444d-45e1-a641-f7acb687e1d2,29277274-1965-4780-ab67-1d1107e0cec4,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,5:15 PM
ffe4c8f9-903a-4e5c-99dd-bdfa691cf75a,bcf0e2d9-5d99-42f0-b37b-65a3bc3ba9cc,"{Mon,Tue,Thu}",9:00 AM,4:45 PM
666ed9ea-c01b-4095-9bdf-3f072a009d4e,94e32d1c-2020-4ff2-aa03-8bae9c0d15f8,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,6:00 PM
baca0705-85ae-4962-9655-95c194e134d7,b2e98150-e236-4327-a593-846122a27c0c,"{Tue,Wed,Thu}",9:00 AM,6:45 PM
4b62a235-339b-44ba-abe1-332c94f36cc1,ad947b1c-06fa-4e50-ad4b-a0da8df79065,"{Mon,Wed,Thu,Sat}",9:00 AM,5:00 PM
8777e324-fae1-4826-9c45-afafc518e919,ef113ae8-24ec-4113-a195-7f7e3b67a857,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:30 PM
3c398341-fd65-4b90-8e41-f2ec5df74b87,2fa8b6ef-fad7-402a-8af7-6ea7c5c508ab,"{Mon,Tue,Thu,Fri}",9:00 AM,5:30 PM
e3424242-644b-4ec3-b4ca-73e141d892d5,080380ed-9024-4a9c-81f1-118a0ea3c959,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
